FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Danny,Welbeck,FWD,ARS,7400000,0,29,4.8,6.48648648648649E-07,3.91891891891892E-06,0,169529,1,8,0,0,0,3,0,3.9,843,-1,0,29,1,0.1,0,0.5,3,0,3,0,1,0.8,138461,0,0,0,1,460,37,0,0,118,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,5.5,3.9,7,6.4,3.8,3.2,7.1,7.2,4.1,3.6,5.3,4.4,7.2,3.7,7.2,3.1,5.9,3.6,6.1,3.2,7.2,5.9,3.3,7.2,2.4,6.6,3.2,46
Nahki,Wells,FWD,BUR,4900000,0,0,0,0,0,0,2686,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,908,0,0,0,0,0,9,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Westwood,MID,BUR,4400000,0,4,0.133333333333333,3.03030303030303E-08,9.09090909090909E-07,0,4302,0,0,0,0,0,0,0,0.9,58,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.1,3843,0,0,0,0,26,37,0,0,13,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Glenn,Whelan,MID,STK,4500000,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Whitehead,MID,HUD,4400000,0,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,4421,0,1,0,0,0,0,0,0.2,47,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,3397,0,0,0,0,8,6,0,0,3,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Connor,Wickham,FWD,CRY,5400000,0,0,0,0,0,0,1202,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,2,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio,Wijnaldum,MID,LIV,6700000,8,24,3,4.47761194029851E-07,3.58208955223881E-06,0,219998,0,9,0,0,0,1,0,3.6,535,-3,0,24,3,0.5,0,3.3,0,0,4,0,0,2.7,39859,0,0,0,0,667,1452,0,0,102,West Ham,Southampton,Chelsea,Stoke,Brighton,1.7,2.9,2.7,1.7,1.5,4.4,3.5,2.1,1.5,3.6,3.7,2.1,2.1,2.5,1.6,2.6,2,3.9,3.8,1.5,2.3,1.8,2.5,3.8,1.5,3.2,2,3.2,34.1
Ashley,Williams,DEF,EVE,5200000,1,14,1.6,3.07692307692308E-07,2.69230769230769E-06,0,146482,3,14,0,0,0,0,0,2.6,1218,-3,1,14,3,0.2,0,0.8,2,0,1,0,0,2.4,19618,0,0,0,0,690,169,-1,0,110,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,1.2,1.8,1,1.6,1.5,0.8,0.8,0.9,1,0.9,0.9,1.1,0.9,1.6,1.1,0.8,2.4,1.5,1,1.5,0.9,0.8,1.5,0.8,1.4,0.9,1.1,0.8,26.2
Danny,Williams,MID,HUD,4900000,2,8,0.266666666666667,5.4421768707483E-08,1.63265306122449E-06,0,2712,1,4,0,0,0,0,0,1.6,13,-1,0,8,1,0.2,0,1,0,0,0,0,0,0,633,0,0,0,0,340,12,0,0,42,West Brom,Bournemouth,Man City,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.8
,Willian,MID,CHE,6800000,1,27,2.7,3.97058823529412E-07,3.97058823529412E-06,0,883494,0,6,0,0,0,0,0,4,8122,-2,0,27,2,0.3,0,2,1,0,4,0,2,8,423768,0,0,0,0,570,735,0,0,109,Man Utd,West Brom,Liverpool,Swansea,Newcastle,1.8,2.1,1.7,2.2,2.5,2.4,2.3,1.7,3.1,1.9,2,1.7,2.3,2,2.4,2.8,2.2,1.5,1.5,2.5,2.7,1.5,2.6,2.6,2.3,3.2,2.3,2.4,40.8
Jack,Wilshere,MID,ARS,5400000,0,4,0.133333333333333,2.46913580246914E-08,7.40740740740741E-07,0,5141,0,1,0,0,0,0,0,0.7,425,-1,0,4,1,0.2,0,1,0,0,0,0,1,0.2,10072,0,0,0,0,13,155,0,0,13,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,16060,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0.3,14962,0,0,0,0,0,12,0,0,0,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,STK,4400000,7,10,0.333333333333333,7.57575757575757E-08,2.27272727272727E-06,0,25887,1,8,0,0,0,0,0,2.3,124,-1,0,10,1,0.5,0,2.3,1,0,1,0,0,0.4,28762,0,0,0,0,405,648,0,0,58,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,8.2
Harry,Winks,MID,TOT,4800000,2,14,0.466666666666667,9.72222222222222E-08,2.91666666666667E-06,0,5929,0,4,0,0,0,0,0,2.9,231,-2,0,14,2,0.5,0,2.5,0,0,2,0,0,0.2,12276,0,0,0,0,392,919,0,0,81,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.4
Chris,Wood,FWD,BUR,6500000,0,29,4.1,6.30769230769231E-07,4.46153846153846E-06,0,150384,1,2,0,0,0,3,0,4.5,3304,0,0,29,0,0.4,0,2.5,6,0,3,0,0,1.8,220763,0,0,0,0,498,148,0,0,84,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,5.2,5,4,4,5.4,4.4,3.4,3,3.9,5.3,5.1,4.3,4,3.8,4.4,3.8,5.8,4,3.3,4.3,5.6,4.8,5.1,5,2.9,5.3,35.2
Ben,Woodburn,MID,LIV,4400000,0,0,0,0,0,0,14281,0,0,0,0,0,0,0,0,201,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,17395,0,0,0,0,0,60,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,3298,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0.2,10063,0,0,0,0,0,70,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5500000,2,37,3.7,6.72727272727273E-07,6.72727272727273E-06,0,598945,1,13,0,0,0,0,0,6.7,9005,0,0,37,0,0.7,0,3.8,2,0,4,0,4,11.9,744161,0,0,0,1,880,2857,0,0,163,Man City,Tottenham,Burnley,Huddersfield,Man Utd,1.8,3.7,2.6,5,4.3,2.5,2.2,5.1,5,2.3,1.9,3.9,2.6,5.2,3.2,5.6,2,3,1.8,3.4,2.1,4.5,4.1,2.2,5.3,1.8,4.7,2.1,56.4
Claudio,Yacob,MID,WBA,4400000,0,3,0.1,2.27272727272727E-08,6.81818181818182E-07,0,13067,1,1,0,0,0,0,0,0.7,123,-1,0,3,1,0,0,0,0,0,1,0,0,0.2,4624,0,0,0,0,110,46,0,0,6,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
,Yaya Toure,MID,MCI,6100000,0,2,0.0666666666666667,1.09289617486339E-08,3.27868852459016E-07,0,70283,0,0,0,0,0,0,0,0.3,331,-4,0,2,4,0.1,0,0.5,0,0,0,0,0,0.9,8369,0,0,0,0,29,63,0,0,16,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
DeAndre,Yedlin,DEF,NEW,4400000,0,14,2.8,6.36363636363636E-07,3.18181818181818E-06,0,12240,1,5,0,0,0,0,0,3.2,243,-1,0,14,1,0.6,0,2.5,2,0,1,0,0,0.5,20459,0,0,0,1,450,623,0,0,69,Bournemouth,Man Utd,Watford,West Brom,Chelsea,3.1,1.4,2.8,2.3,2.4,2.7,2.7,1.4,2.1,2.2,3.5,2.1,2.3,1.6,3.1,3.1,2.8,2.2,1.6,2.7,2.3,3.5,1.5,3.6,1.6,3.6,3.3,2.5,9.8
Maya,Yoshida,DEF,SOU,5100000,0,44,5.5,1.07843137254902E-06,8.62745098039216E-06,0,124762,0,7,0,0,0,1,0,8.6,5389,1,0,44,-1,0.8,0,4.3,6,0,4,0,1,5.3,298002,0,0,0,0,720,6208,0,0,189,Burnley,Liverpool,Everton,Man City,Bournemouth,6.8,5.9,6.1,5.9,7.1,7.8,6.1,7.7,7.6,7.4,5.2,7.6,8.2,6.1,7.4,7.2,7.6,7.7,6.7,6.8,6.9,7,5.4,5.7,5.6,6.9,5.9,5.1,35.5
Ashley,Young,MID,MUN,4900000,3,17,2.8,5.71428571428571E-07,3.46938775510204E-06,0,12929,3,2,0,0,0,0,0,3.5,520,-1,0,17,1,0.6,0,3,0,0,5,0,1,0.4,29718,0,0,0,0,540,907,0,0,76,Chelsea,Newcastle,Brighton,Watford,Arsenal,2,3.3,2.8,2.1,1.4,1.8,3.3,1.5,1.7,3,2.5,2.5,2.8,2.1,1.6,3.2,1.8,2.3,1.8,3.2,1.7,3.1,1.4,3,2.1,3.6,1.4,2,28
Pablo,Zabaleta,DEF,WHU,4900000,1,25,2.5,5.10204081632653E-07,5.10204081632653E-06,0,102910,5,18,0,0,0,0,0,5.1,4201,-1,0,25,1,0.7,0,3.3,4,0,3,0,0,2.2,36119,0,0,0,0,871,102,0,0,163,Liverpool,Watford,Leicester,Everton,Man City,0,2.7,2.3,1.2,1.2,2.1,3.1,1.7,2.9,1.7,1.8,3.1,1.8,2.7,3.8,1.8,2.4,1.2,1.6,2.6,2.4,2.3,2,2.6,1.2,1.9,1.2,2.3,35.6
Wilfried,Zaha,MID,CRY,6800000,7,19,0.633333333333333,9.31372549019608E-08,2.79411764705882E-06,0,975196,0,6,0,0,0,2,0,2.8,1631,-2,0,19,2,0.6,0,4.3,0,0,1,0,0,4.1,117997,0,0,0,0,346,6381,0,0,45,Tottenham,Everton,Stoke,Brighton,West Brom,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,39.6
,Zanka,DEF,HUD,4600000,1,35,3.5,7.60869565217391E-07,7.60869565217391E-06,0,244418,2,13,0,0,0,0,0,7.6,3299,1,0,35,-1,0.2,0,0.8,3,0,4,0,1,7.4,443690,0,0,0,1,900,841,0,0,183,West Brom,Bournemouth,Man City,Arsenal,Everton,4.8,3.1,3.1,2.1,2.3,4.7,3.5,4.4,3.5,4.2,4.2,2.1,4.8,3,4.7,1.9,4.3,3.3,3.3,3.3,5.2,2.9,3.3,3.9,3.4,3.8,2.3,4.8,26.4
Davide,Zappacosta,DEF,CHE,5900000,6,9,0.3,5.08474576271186E-08,1.52542372881356E-06,0,10832,0,1,0,0,0,0,0,1.5,95,-1,0,9,1,0.3,0,2,0,0,1,0,0,0.1,13649,0,0,0,0,160,190,0,0,29,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Mauro,Zarate,FWD,WAT,5400000,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0,753,0,0,0,0,0,22,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin,Zeegelaar,DEF,WAT,4400000,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,8,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr,Zinchenko,MID,MCI,5000000,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,8,0,0,0,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,STK,5500000,8,23,2.6,4.72727272727273E-07,4.18181818181818E-06,0,88136,0,16,0,0,0,0,0,4.2,477,0,0,23,0,0.5,0,2.5,3,0,2,0,0,2.3,45236,0,0,0,0,810,838,0,0,163,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,2.2,2.3,3.1,3,1.9,2.3,2.4,3,3.1,2.2,2.4,2.8,1.3,3,2.4,2.1,3,1.5,2.4,1.8,2.2,1.4,2.2,2.1,2.6,1.6,3.8,2,26.7
