FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Darren,Randolph,GLK,WHU,4500000,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,2,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0333333333333333,8.54700854700855E-09,2.56410256410256E-07,0,438869,0,0,0,0,0,0,0,0.3,5186,-1,0,1,1,0,0,0,0,0,0,0,0,12.3,174236,0,0,0,0,2,1573,0,0,3,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Marcus,Rashford,FWD,MUN,7600000,2,43,4.3,5.65789473684211E-07,5.6578947368421E-06,0,380529,0,2,0,0,0,3,0,5.7,6479,1,0,43,-1,0.6,0,4.8,5,0,6,0,3,8,468266,0,0,0,0,607,7246,0,0,157,Chelsea,Newcastle,Brighton,Watford,Arsenal,3.7,5.9,6,5.1,2.4,4.7,6.2,3.7,3.4,5.4,4.8,4.5,6.3,4,3.3,5.8,3.4,4.2,4.5,6.2,3.4,4.8,3.3,6.1,4.5,6.2,3.8,5,66.1
Nathan,Redmond,MID,SOU,6200000,1,27,2.7,4.35483870967742E-07,4.35483870967742E-06,0,291408,1,8,0,0,0,0,0,4.4,2171,-3,1,27,3,0.4,0,2.5,2,0,3,0,2,3,73403,0,0,0,0,695,250,-1,0,100,Burnley,Liverpool,Everton,Man City,Bournemouth,2.2,1.6,3.2,1.5,2.7,2.8,2.5,2.6,2.5,2.2,1.5,2.6,2.7,1.6,2,2.1,2.4,2.7,2.1,2.3,3.1,2.3,1.7,1.6,2.2,2.6,3.1,1.4,61.9
Winston,Reid,DEF,WHU,4900000,0,23,3.3,6.73469387755102E-07,4.69387755102041E-06,0,51132,2,11,0,0,0,0,0,4.7,724,-1,0,23,1,0.4,0,2,3,0,3,0,0,0.9,11818,0,0,0,0,630,20,0,0,131,Liverpool,Watford,Leicester,Everton,Man City,0,4,3.5,2,2,3.3,4.5,2.6,4.2,2.7,2.9,4.5,2.8,4,4.9,2.9,3.7,2,2.5,3.9,3.6,3.6,3,3.9,1.8,2.9,1.8,3.5,17.6
Declan,Rice,DEF,WHU,4400000,1,4,0.133333333333333,3.03030303030303E-08,9.09090909090909E-07,0,1237,0,6,0,0,0,0,0,0.9,15,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0,1426,0,0,0,0,164,21,0,0,29,Liverpool,Watford,Leicester,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
,Richarlison,MID,WAT,6400000,1,51,5.1,7.96875E-07,7.96875E-06,0,254392,2,17,0,0,0,3,0,8,11236,4,0,51,-4,0.8,0,5.3,4,0,3,0,4,16.3,1035383,0,0,0,2,840,15197,0,0,128,Everton,West Ham,Newcastle,Man Utd,Tottenham,7.1,5.9,6.5,4.4,3.8,7,6.5,5.5,5.7,5.5,5.3,4.7,4.2,6.3,6.2,3.9,6.4,6.2,5.2,5.1,5,5.7,5,6.2,5.8,6.1,5.7,4.6,81
Jairo,Riedewald,DEF,CRY,4800000,0,4,0.133333333333333,2.77777777777778E-08,8.33333333333333E-07,0,14402,0,4,0,0,0,0,0,0.8,29,-2,0,4,2,0.1,0,0.5,0,0,0,0,0,0.1,435,0,0,0,0,124,3,0,0,27,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Matt,Ritchie,MID,NEW,5900000,0,36,4,6.77966101694915E-07,6.10169491525424E-06,0,256635,3,8,0,0,0,0,0,6.1,2480,-1,0,36,1,0.4,0,2.5,3,0,3,0,5,4.6,320315,0,0,0,1,807,1667,0,0,164,Bournemouth,Man Utd,Watford,West Brom,Chelsea,5.3,2.1,3.4,3,3.8,5.1,6,2.5,3.4,3,4.5,3.3,5,2.2,4.8,3.5,4.3,4,2.4,4.1,3.2,5.1,3.3,5.6,4.5,4.9,3.9,3.9,60
Andrew,Robertson,DEF,LIV,4700000,0,11,0.366666666666667,7.80141843971631E-08,2.34042553191489E-06,0,95034,0,1,0,0,0,0,0,2.3,752,-3,0,11,3,0,0,0,3,0,1,0,0,1,57723,0,0,0,0,180,48,0,0,47,West Ham,Southampton,Chelsea,Stoke,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4400000,0,0,0,0,0,0,6206,0,0,0,0,0,0,0,0,48,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,674,0,0,0,0,0,7,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,4900000,1,8,0.266666666666667,5.4421768707483E-08,1.63265306122449E-06,0,36912,1,3,0,0,0,1,0,1.6,221,-1,0,8,1,0.1,0,0.5,1,0,0,0,0,0.4,15450,0,0,0,0,168,134,0,1,30,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.2
Joe,Rodon,DEF,SWA,4000000,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,104,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay,Rodriguez,FWD,WBA,5600000,6,26,2.6,4.64285714285714E-07,4.64285714285714E-06,0,135038,2,13,0,0,0,2,0,4.6,372,-4,0,26,4,0.5,0,3,0,0,3,0,0,0.8,48904,0,0,0,0,887,1201,0,0,75,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,1.6,1.8,1.6,2.8,3.7,1.9,1.4,2.4,2.3,3.5,3,1.6,2.9,2.4,1.6,2.1,1.8,2.8,2.6,2.8,2.2,2.5,2.1,1.3,3.1,1.7,1.9,2.5,43
Marcos,Rojo,DEF,MUN,5400000,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,8,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4800000,0,0,0,0,0,0,4818,0,0,0,0,0,0,0,0,48,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,627,0,0,0,0,0,15,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6100000,1,16,1.8,2.95081967213115E-07,2.62295081967213E-06,0,77776,1,9,0,0,0,1,0,2.6,374,-4,0,16,4,0.5,0,2.8,0,0,0,0,0,0.5,12553,0,0,0,0,487,196,0,0,35,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.9,1,0.9,1.6,2.2,1,0.9,1.4,1.3,2.1,1.8,0.9,1.7,1.3,0.9,1.2,1,1.6,1.5,1.6,1.2,1.4,1.2,0.9,1.8,0.9,1,1.4,18.2
Wayne,Rooney,FWD,EVE,7300000,2,40,4,5.47945205479452E-07,5.47945205479452E-06,0,898620,3,14,0,0,0,4,0,5.5,6220,-2,0,40,2,0.6,0,4.5,9,0,1,0,0,10.2,554111,0,0,0,0,756,5280,0,0,159,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,4.2,4.5,3.9,5.3,5,2.9,3.4,4,3.5,3.7,4.4,4.5,3.3,5.4,5,2.4,6,5,4,5.2,4.5,4,5.5,3.8,5.1,3.3,4.1,3.4,65.4
Danny,Rose,DEF,TOT,6400000,0,0,0,0,0,0,16014,0,0,0,0,0,0,0,0,202,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3191,0,0,0,0,0,177,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam,Rosenior,DEF,BHA,4000000,0,3,0.1,2.5E-08,7.5E-07,0,111864,0,3,0,0,0,0,0,0.8,1127,0,0,3,0,0,0,0,0,0,0,0,0,2.9,110139,0,0,0,0,163,231,0,0,22,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Wayne,Routledge,MID,SWA,5300000,0,6,0.2,3.77358490566038E-08,1.13207547169811E-06,0,4026,1,3,0,0,0,0,0,1.1,25,-2,0,6,2,0.1,0,0.3,0,0,1,0,0,0.1,1113,0,0,0,0,145,4,0,0,9,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Antonio,Rudiger,DEF,CHE,5900000,7,29,3.6,6.10169491525424E-07,4.91525423728814E-06,0,71383,3,8,0,0,0,0,0,4.9,475,-1,0,29,1,0.4,0,2.3,3,0,3,0,1,1.9,28560,0,0,0,0,720,430,0,0,166,Man Utd,West Brom,Liverpool,Swansea,Newcastle,3.2,4.2,3.2,2.6,3.9,4,4.1,3.1,3.2,4.1,3.5,2.9,3,4.2,3.6,5.3,4.3,2.8,3.2,4.8,4.4,3.1,4.2,4.5,4.2,3.9,4.1,3.8,20.7
Mathew,Ryan,GLK,BHA,4500000,2,35,3.5,7.77777777777778E-07,7.77777777777778E-06,0,15999,0,11,0,26,0,0,0,7.8,324,0,0,35,0,0.8,0,3.5,2,0,3,0,0,0.8,20928,0,0,0,1,900,253,0,0,174,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,3,4.1,2,5.2,4.6,3.3,3.4,4.1,3.9,3.6,3,4.2,3.4,3.4,3.6,4.7,3.1,3.2,4.8,2.4,2.4,3.6,4.7,4,3.7,3.6,3.8,2.4,17.7
Abdelhamid,Sabiri,MID,HUD,5000000,0,8,0.266666666666667,5.33333333333333E-08,1.6E-06,0,640,1,2,0,0,0,0,0,1.6,13,0,0,8,0,0,0,0,0,0,1,0,1,0,816,0,0,0,0,158,5,0,0,24,West Brom,Bournemouth,Man City,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10
Henri,Saivet,MID,NEW,4500000,0,0,0,0,0,0,1401,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,10,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diafra,Sakho,FWD,WHU,5500000,0,13,0.433333333333333,7.87878787878788E-08,2.36363636363636E-06,0,10169,2,6,0,0,0,1,0,2.4,133,0,0,13,0,0.3,0,1.5,1,0,0,0,1,0.2,9158,0,0,0,0,115,100,0,0,39,Liverpool,Watford,Leicester,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.9
Mamadou,Sakho,DEF,CRY,4900000,0,9,0.3,6.12244897959184E-08,1.83673469387755E-06,0,7061,0,11,0,0,0,0,0,1.8,670,-1,0,9,1,0.5,0,2.3,2,0,0,0,1,0.2,12231,0,0,0,0,360,36,0,0,76,Tottenham,Everton,Stoke,Brighton,West Brom,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.5
Bakary,Sako,MID,CRY,4900000,1,6,0.2,4.08163265306122E-08,1.22448979591837E-06,0,3169,0,5,0,0,0,0,0,1.2,57,-1,0,6,1,0.2,0,1,0,0,0,0,0,0.1,1956,0,0,0,0,135,30,0,0,20,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Mohamed,Salah,MID,LIV,9200000,4,57,5.7,6.19565217391304E-07,6.19565217391304E-06,0,837450,0,11,0,0,0,5,0,6.2,9134,2,0,57,-2,0.4,1,4,4,0,3,0,3,35.8,1341034,0,0,0,2,759,19572,0,0,156,West Ham,Southampton,Chelsea,Stoke,Brighton,4.9,7.3,7,4.8,4.2,8.6,8.2,5.8,3.6,8.2,8.5,5.7,5.7,6.4,4.8,6.8,5.5,8.6,8.6,3.1,6.2,5.1,5.5,8.6,4.4,7.9,5.6,7.8,102.9
Renato,Sanches,MID,SWA,4800000,0,8,1.6,3.33333333333333E-07,1.66666666666667E-06,0,127650,1,4,0,0,0,0,0,1.7,2060,-2,1,8,2,0.2,0,0.8,0,0,1,0,0,0.9,165079,0,0,0,0,297,36,-1,0,39,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.9,1.2,1.1,1.1,0.9,1,0.8,1.4,1.2,0.8,1.2,0.8,1,1.1,1.3,0.9,0.9,0.8,1.2,0.9,0.8,0.8,0.9,1.5,0.8,0.8,1.2,0.9,11.6
Alexis,Sanchez,MID,ARS,11800000,2,29,4.1,3.47457627118644E-07,2.45762711864407E-06,0,166259,1,6,0,0,0,1,0,2.5,3395,-2,0,29,2,0.4,0,5,2,0,2,0,3,3.4,179066,0,0,0,0,452,1175,0,0,105,Man City,Tottenham,Burnley,Huddersfield,Man Utd,2,4.4,3,5.7,4.9,2.9,2.6,5.9,5.7,2.7,2.2,4.5,3.1,5.9,3.7,6.1,2.4,3.6,2.1,3.9,2.5,5.2,4.7,2.6,6,2,5.4,2.5,67.5
Davinson,Sanchez,DEF,TOT,6000000,0,28,0.933333333333333,1.55555555555556E-07,4.66666666666667E-06,0,8599,0,3,0,0,0,0,0,4.7,632,0,0,28,0,0.6,0,3.5,0,0,4,0,0,0.4,20327,0,0,0,0,541,270,0,0,146,Crystal Palace,Arsenal,West Brom,Leicester,Watford,1.3,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14.5
,Sandro,FWD,EVE,7100000,0,7,0.233333333333333,3.28638497652582E-08,9.85915492957747E-07,0,67427,0,7,0,0,0,0,0,1,166,-4,0,7,4,0,0,0.3,0,0,1,0,0,0.4,4596,0,0,0,0,215,59,0,0,12,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.5
Leroy,Sane,MID,MCI,8700000,12,71,7.1,8.16091954022988E-07,8.16091954022989E-06,0,294256,2,5,0,0,0,6,0,8.2,1641,2,-1,71,-2,1.1,0,9.3,9,0,3,0,5,18.4,975468,0,0,0,3,586,108034,1,0,222,Arsenal,Leicester,Huddersfield,Southampton,West Ham,10.6,8.8,8.7,8.6,10.5,6.5,9.9,8,9.8,8.8,8.8,7.3,7,10.3,9.9,9.5,10.2,7.2,8.2,8.8,9.2,8.9,8.9,8.6,9.1,8.6,10.2,9.6,91.1
Sean,Scannell,MID,HUD,4500000,0,0,0,0,0,0,2604,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,4,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezequiel,Schelotto,DEF,BHA,4400000,0,2,0.0666666666666667,1.51515151515152E-08,4.54545454545455E-07,0,386,0,0,0,0,0,0,0,0.5,10,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0,488,0,0,0,0,24,9,0,0,6,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Christopher,Schindler,DEF,HUD,4600000,1,34,3.4,7.39130434782609E-07,7.39130434782609E-06,0,140141,3,13,0,0,0,0,0,7.4,1881,1,0,34,-1,0.1,0,0.5,6,0,4,0,0,4.4,292312,0,0,0,2,900,408,0,0,214,West Brom,Bournemouth,Man City,Arsenal,Everton,4.7,2.9,3,2,2.2,4.5,3.3,4.3,3.4,4,4,2,4.6,2.9,4.5,1.8,4.1,3.1,3.1,3.1,5.1,2.7,3.1,3.8,3.3,3.6,2.2,4.6,37.2
Jeffrey,Schlupp,DEF,CRY,4700000,1,10,1.3,2.76595744680851E-07,2.12765957446809E-06,0,10999,1,14,0,0,0,0,0,2.1,64,-3,0,10,3,0.3,0,1.5,0,0,0,0,0,0.2,2210,0,0,0,0,597,20,0,0,55,Tottenham,Everton,Stoke,Brighton,West Brom,0.6,0.8,0.9,0.6,0.6,0.9,0.8,0.6,0.6,1.2,0.6,0.7,0.9,0.6,0.6,1,0.6,0.8,0.8,0.7,0.6,1.1,0.6,1.1,1,0.8,0.6,1.2,28.6
Kasper,Schmeichel,GLK,LEI,5000000,6,44,4.4,8.8E-07,8.8E-06,0,76092,1,14,0,31,0,0,0,8.8,1271,0,0,44,0,1.1,0,5.3,6,0,3,0,0,4.2,90095,0,0,1,1,900,1128,0,0,208,Stoke,Man City,West Ham,Tottenham,Burnley,4.3,4.4,4.3,5.2,5.8,4.1,4.9,6.6,5.3,6,3.4,6.4,4.8,5.4,3.4,4.6,3.4,5.7,5.8,4.6,6.5,4.6,6.1,4.9,5.3,4.9,6.4,4.6,23.7
Morgan,Schneiderlin,MID,EVE,4900000,0,11,1.6,3.26530612244898E-07,2.24489795918367E-06,0,42717,1,11,0,0,0,0,0,2.2,377,-1,0,11,1,0.2,0,1,0,0,1,0,0,0.6,14320,0,0,0,0,599,62,0,1,91,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.8,0.8,0.9,1.4,1.3,0.8,0.8,1.2,0.9,0.8,0.9,1,0.8,1.2,1.3,0.8,1.4,0.9,0.9,1.1,0.8,0.8,1.3,1.2,1.4,0.8,0.9,0.8,17.1
Kyle,Scott,MID,CHE,4400000,0,0,0,0,0,0,3319,0,0,0,0,0,0,0,0,114,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3914,0,0,0,0,0,81,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,5900000,5,32,3.6,6.10169491525424E-07,5.42372881355932E-06,0,244293,2,18,0,0,0,1,0,5.4,1494,-1,0,32,1,0.5,0,3,2,0,1,0,3,3.5,210437,0,0,0,0,737,3013,0,0,133,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,4.2,2.7,3.3,4.2,4.1,3,3.6,4.5,4,3.1,3.6,4.4,2,4.2,2.6,3.7,3.6,3.1,3.5,2.3,5.1,2.3,3,3.2,3.9,2.3,4.5,4.3,62.5
Luke,Shaw,DEF,MUN,4900000,0,0,0,0,0,0,3366,0,0,0,0,0,0,0,0,56,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1704,0,0,0,0,0,31,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Shawcross,DEF,STK,4800000,6,17,3.4,7.08333333333333E-07,3.54166666666667E-06,0,57306,0,4,0,0,0,0,0,3.5,100,-2,0,17,2,0.4,0,1.8,0,0,2,0,0,0.8,11984,0,0,0,0,450,389,0,0,75,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,3.3,3.4,4.1,4.3,2.9,3.4,3.6,4.4,4.5,3.3,3.6,4.1,2.1,4.4,3.6,3.2,4.3,2.3,3.6,2.8,3.4,2.2,3.4,3.1,3.8,2.5,5,3.1,15.5
Jonjo,Shelvey,MID,NEW,5300000,0,11,0.366666666666667,6.91823899371069E-08,2.07547169811321E-06,0,68377,0,5,0,0,0,0,0,2.1,219,-2,0,11,2,0.5,0,2.8,1,0,1,0,1,0.5,10650,0,0,0,0,360,196,0,1,48,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.6
,Sheyi Ojo,MID,LIV,5000000,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Sidwell,MID,BHA,4400000,0,0,0,0,0,0,17338,0,0,0,0,0,0,0,0,48,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1262,0,0,0,0,0,4,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,EVE,8100000,1,16,1.8,2.22222222222222E-07,1.97530864197531E-06,0,289587,0,18,0,0,0,0,0,2,1558,-4,0,16,4,0.2,0,1.8,0,0,0,0,0,2.4,84523,0,0,0,0,675,305,0,0,85,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.9,1,1.1,1.7,1.6,0.9,1,1.5,1,0.9,1.1,1.2,0.9,1.5,1.6,0.9,1.7,1.1,1.1,1.3,0.9,0.9,1.6,1.4,1.7,0.9,1.1,0.9,48.1
Danny,Simpson,DEF,LEI,4500000,6,27,2.7,6E-07,6E-06,0,132930,0,14,0,0,0,0,0,6,1101,0,0,27,0,0.9,0,4,0,0,3,0,0,4,87651,0,0,0,0,883,884,0,0,162,Stoke,Man City,West Ham,Tottenham,Burnley,2,2.1,2,2.5,2.9,1.9,2.4,4.1,2.6,3.1,1.5,3.3,2.3,2.7,1.5,2.2,1.5,2.9,2.9,2.2,3.4,2.2,3.1,2.3,2.6,3,3.4,2.2,29.1
Joshua,Sims,MID,SOU,4400000,0,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4642,0,0,0,0,0,20,0,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome,Sinclair,FWD,WAT,4900000,0,0,0,0,0,0,7350,0,0,0,0,0,0,0,0,123,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,5452,0,0,0,0,0,69,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,5400000,3,22,2.2,4.07407407407407E-07,4.07407407407407E-06,0,22595,0,3,0,0,0,1,0,4.1,445,-1,0,22,1,0.5,0,2.8,0,0,3,0,0,0.5,23950,0,0,0,0,415,799,0,0,82,Crystal Palace,Arsenal,West Brom,Leicester,Watford,2,1.1,1.7,1.6,1.9,1.5,1.5,1.1,1.9,1.3,2,2.3,2.4,1.8,1.4,1.1,2.2,1.7,1.8,1.9,1.9,1.8,1.6,1.1,1.3,1.1,1.4,1.8,34.7
Jiri,Skalak,MID,BHA,4800000,0,0,0,0,0,0,1387,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,2,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Islam,Slimani,FWD,LEI,6700000,0,9,0.3,4.47761194029851E-08,1.34328358208955E-06,0,19679,0,2,0,0,0,0,0,1.3,254,-3,1,9,3,0.1,0,1,0,0,0,0,1,0.3,8913,0,0,0,0,107,138,-1,0,21,Stoke,Man City,West Ham,Tottenham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.2
