,Week,Mins,Goals,Assists,Clean_Sheets,Goals_Conceded,Yellow_Cards,Red_Cards,Saves,Bonus,PPI,BPS,Net_Transfers,Value,Points,serialID,ID,Name,Team,Position,Availabilty,Selection,EA_INDEX,Price
0,745,1498,0,0,3,21,1,0,44,0,172,215,-240735,201.8,47,1,1,Wojciech Szczesny,ARS,GK,100,4.7,172,5.2
1,745,2287,3,0,11,19,4,0,0,15,387,575,-6562,227.6,120,2,2,Laurent Koscielny,ARS,DEF,100,9.9,387,6.1
2,745,0,0,0,0,0,0,0,0,0,0,0,-6001,190,0,3,3,Thomas Vermaelen,ARS,DEF,0,0.1,0,5
3,745,1660,0,5,6,22,3,0,0,9,262,408,-71125,200.5,76,4,4,Kieran Gibbs,ARS,DEF,100,1.7,262,5.2
5,745,3150,0,1,12,34,2,0,0,12,413,732,44894,228.3,121,6,6,Per Mertesacker,ARS,DEF,100,5.2,413,6.1
6,745,2311,0,2,9,23,3,0,0,6,361,553,125090,185.2,92,7,7,Nacho Monreal,ARS,DEF,100,3.5,361,4.9
7,745,0,0,0,0,0,0,0,0,0,0,0,-891,165,0,8,8,Isaac Hayden,ARS,DEF,,0.1,0,4.3
8,745,1563,2,1,7,15,5,0,0,5,302,372,265738,171,77,9,9,Hector Bellerin,ARS,DEF,100,6.9,302,4.8
9,745,729,2,1,1,12,4,0,0,4,161,163,-97085,241.2,36,10,10,Jack Wilshere,ARS,MD,100,2.3,161,6.3
10,745,447,5,1,2,4,0,0,0,3,195,127,11393,334.5,51,11,11,Theo Walcott,ARS,MD,100,0.4,195,8.2
11,745,2007,6,6,10,18,6,0,0,13,403,471,-753679,332.5,116,12,12,Aaron Ramsey,ARS,MD,100,13.4,403,8.8
12,745,583,2,1,1,7,1,0,0,3,155,160,-17769,180,36,13,13,Tomas Rosicky,ARS,MD,100,0.5,155,4.6
13,745,447,0,1,3,3,1,0,0,2,75,92,-61436,201.5,19,14,14,Mikel Arteta,ARS,MD,0,0.7,75,5.2
14,745,1491,1,2,7,18,4,0,0,3,270,277,-26739,240.3,57,15,15,Alex Oxlade-Chamberlain,ARS,MD,100,1,270,6.2
15,745,2990,7,11,12,30,5,0,0,23,798,860,591853,316.6,168,16,16,Santiago Cazorla,ARS,MD,,14.8,798,8.4
16,745,0,0,0,0,0,0,0,0,0,0,0,-1562,180.4,0,17,17,Vassiriki Diaby,ARS,MD,100,0,0,4.7
17,745,0,0,0,0,0,0,0,0,0,0,0,-518,183.3,0,18,18,Serge Gnabry,ARS,MD,100,0,0,4.8
18,745,0,0,0,0,0,0,0,0,0,0,0,-452,180.5,0,19,19,Gedion Zelalem,ARS,MD,,0,0,4.7
19,745,1461,1,2,4,21,3,0,0,0,225,293,-4247,185.1,51,20,20,Mathieu Flamini,ARS,MD,100,0.2,225,4.8
20,745,1857,4,6,9,16,0,0,0,13,463,511,95912,340.6,103,21,21,Mesut …zil,ARS,MD,100,4.4,463,9
21,745,0,0,0,0,0,0,0,0,0,0,0,-1028,171,0,22,22,Ryo Miyaichi,ARS,MD,100,0,0,4.5
22,745,2944,16,8,12,31,4,0,0,29,888,705,854805,420.4,207,23,23,Alexis S‡nchez,ARS,MD,100,37.2,888,11.6
23,745,106,0,0,0,0,0,0,0,0,14,13,-11504,275.3,7,24,24,Lukas Podolski,ARS,FWD,100,0.4,14,7.2
24,745,1861,14,3,10,15,5,1,0,16,511,434,98493,316.3,120,25,25,Olivier Giroud,ARS,FWD,100,19,511,8.7
26,745,30,0,1,0,0,0,0,0,0,23,16,-99,183.8,6,27,27,Chuba Akpom,ARS,FWD,100,0,23,4.8
27,745,41,0,0,0,1,0,0,0,0,5,16,-23798,192.5,4,28,28,Joel Campbell,ARS,FWD,0,0.4,5,5
284,745,1709,4,7,6,19,3,0,0,10,380,328,53066,267.4,89,285,285,Danny Welbeck,ARS,FWD,0,4.5,380,6.9
294,745,805,1,1,0,12,2,0,0,0,147,130,-609824,199.3,23,295,295,Mathieu Debuchy,ARS,DEF,0,4,147,5.2
344,745,1572,1,1,7,20,7,1,0,8,234,369,-80871,179.7,68,345,345,Calum Chambers,ARS,DEF,100,6.5,234,4.5
542,745,1620,0,0,8,11,0,0,47,0,241,301,142804,184.9,76,543,543,David Ospina,ARS,GK,100,4,241,5
570,745,1661,0,0,8,14,5,0,0,1,262,335,15661,171,45,571,571,Francis Coquelin,ARS,MD,100,0.4,262,4.5
571,745,302,0,0,2,4,0,0,4,0,33,57,301,171,14,572,572,Damian Emiliano Martinez,ARS,GK,,0.1,33,4.5
620,717,0,0,0,0,0,0,0,0,0,0,0,898,124,0,621,621,Semi Ajayi,ARS,DEF,100,0,0,4
632,667,0,0,0,0,0,0,0,0,0,0,0,736,104,0,633,633,Ryan Huddart,ARS,GK,,0,0,4
634,667,0,0,0,0,0,0,0,0,0,0,0,861,104,0,635,635,Matthew Macey,ARS,GK,,0,0,4
639,640,1,0,0,0,0,0,0,0,0,0,3,92,105.9,1,640,640,Ainsley Maitland-Niles,ARS,MD,,0,0,4.4
664,492,350,0,1,1,4,0,0,0,0,73,90,1401,84.9,16,665,665,Gabriel Armando de Abreu,ARS,DEF,100,0,73,5.1
665,492,0,0,0,0,0,0,0,0,0,0,0,209,71.1,0,666,666,Krystian Bielik,ARS,MD,,0,0,4.4
28,739,270,0,0,1,8,1,0,9,0,37,38,2937,152,7,29,29,Shay Given,AVL,GK,,7.3,37,4
29,739,3060,0,0,9,48,2,0,101,3,288,500,221263,176.2,112,30,30,Bradley Guzan,AVL,GK,,11.6,288,4.6
30,739,764,0,0,3,13,0,0,0,3,53,141,-4465,165.4,29,31,31,Nathan Baker,AVL,DEF,100,0.1,53,4.3
31,739,1992,1,2,4,34,8,1,0,5,236,378,32659,163.9,60,32,32,Ciaran Clark,AVL,DEF,0,0.6,236,4.2
32,739,756,0,1,2,13,2,0,0,0,89,132,-398,161.4,26,33,33,Matthew Lowton,AVL,DEF,100,0.1,89,4
33,739,1647,0,1,6,27,3,1,0,7,137,284,-393223,167.5,56,34,34,Ron Vlaar,AVL,DEF,100,9.3,137,4.3
34,739,0,0,0,0,0,0,0,0,0,0,0,-1114,171,0,35,35,Joe Bennett,AVL,DEF,,0,0,4.5
35,739,2010,1,0,4,35,6,0,0,8,227,399,7756,163.6,58,36,36,Jores Okore,AVL,DEF,100,0.4,227,4.2
36,739,0,0,0,0,0,0,0,0,0,0,0,-345,171,0,37,37,Antonio Luna,AVL,DEF,0,0,0,4.5
37,739,0,0,0,0,0,0,0,0,0,0,0,-1208,149.1,0,38,38,Janoi Donacien,AVL,DEF,100,0.2,0,3.9
38,739,633,0,0,3,9,2,0,0,0,74,116,608,166.9,22,39,39,Philippe Senderos,AVL,DEF,100,0.9,74,4.3
39,739,2433,0,4,6,46,1,1,0,1,336,441,5920,184.7,69,40,40,Fabian Delph,AVL,MD,100,1.3,336,4.8
40,739,1422,0,3,10,13,3,0,0,0,173,117,2034,201.6,58,41,41,Charles N'Zogbia,AVL,MD,100,0.2,173,5.2
41,739,0,0,0,0,0,0,0,0,0,0,0,-6112,164.8,0,42,42,Gary Gardner,AVL,MD,0,0.1,0,4.3
42,739,0,0,0,0,0,0,0,0,0,0,0,-294855,167.4,0,43,43,Karim El Ahmadi,AVL,MD,0,2,0,4.4
43,739,2149,0,1,6,36,4,0,0,0,261,363,-11394,181.9,55,44,44,Ashley Westwood,AVL,MD,100,0.3,261,4.7
44,739,983,0,5,4,16,1,0,0,1,146,196,-2713,193,48,45,45,Leandro Bacuna,AVL,MD,100,0.1,146,5
45,739,0,0,0,0,0,0,0,0,0,0,0,-701,171,0,46,46,Aleksandar Tonev,AVL,MD,0,0,0,4.5
46,739,0,0,0,0,0,0,0,0,0,0,0,-106,171,0,47,47,Samir Carruthers,AVL,MD,,0,0,4.5
47,739,0,0,0,0,0,0,0,0,0,0,0,-471,167.8,0,48,48,Daniel Johnson,AVL,MD,100,0,0,4.4
48,739,822,0,1,2,18,0,0,0,2,140,147,13191,165.9,31,49,49,Jack Grealish,AVL,MD,100,0.6,140,4.3
49,739,284,1,1,1,6,0,0,0,2,42,82,-1258,202.7,25,50,50,Joe Cole,AVL,MD,100,0.1,42,5.3
50,739,1344,0,1,6,26,2,1,0,0,168,152,-4853,187.6,40,51,51,Kieran Richardson,AVL,MD,100,0.2,168,4.9
51,739,2693,6,1,8,42,7,1,0,12,327,247,24746,199.1,93,52,52,Gabriel Agbonlahor,AVL,FWD,100,1.6,327,5
52,739,1775,3,2,9,22,5,0,0,7,243,267,-45111,200.7,69,53,53,Andreas Weimann,AVL,FWD,100,2.2,243,5.1
53,739,2378,13,2,7,44,1,1,0,18,437,390,471905,294.6,127,54,54,Christian Benteke,AVL,FWD,100,12.2,437,8
54,739,0,0,0,0,0,0,0,0,0,0,0,-23,224.9,0,55,55,Libor Koz‡k,AVL,FWD,0,0,0,5.9
55,739,0,0,0,0,0,0,0,0,0,0,0,-2667,164.8,0,56,56,Callum Robinson,AVL,FWD,,0.1,0,4.3
56,739,83,0,0,0,2,0,0,0,0,-1,19,-23859,177.9,7,57,57,Darren Bent,AVL,FWD,0,0.4,-1,4.6
250,739,468,1,0,1,7,0,0,0,1,54,62,23955,197.8,22,251,251,Scott Sinclair,AVL,MD,100,0.2,54,4.9
273,739,2597,3,0,8,45,7,0,0,3,344,465,35398,199.2,81,274,274,Tom Cleverley,AVL,MD,100,1.2,344,5.3
538,739,2420,1,0,6,42,8,0,0,5,312,434,177554,162.6,70,539,539,Alan Hutton,AVL,DEF,100,7.8,312,4.3
557,739,2129,0,0,7,31,1,0,0,7,200,343,54132,172.7,70,558,558,Aly Cissokho,AVL,DEF,100,3.2,200,4.4
580,738,1988,1,0,6,33,6,1,0,0,206,292,11117,163.4,52,581,581,Carlos S‡nchez,AVL,MD,,0.4,206,4.4
636,648,0,0,0,0,0,0,0,0,0,0,0,542,100,0,637,637,Chris Herd,AVL,DEF,0,0,0,4
645,603,0,0,0,0,0,0,0,0,0,0,0,159,99,0,646,646,Riccardo Calder,AVL,MD,,0,0,4.5
660,508,359,0,1,0,11,1,0,0,2,34,69,2850,78.8,12,661,661,Carles Gil de Pareja Vicent,AVL,MD,100,0.1,34,4.2
687,333,0,0,0,0,0,0,0,0,0,0,0,355,40,0,688,688,Lewis Kinsella,AVL,DEF,100,0,0,4
688,333,8,0,0,0,0,0,0,0,0,1,3,49,44.2,1,689,689,Rushian Hepburn-Murphy,AVL,FWD,,0,1,4.4
703,38,90,0,0,0,1,0,0,2,0,4,12,0,4,2,704,704,Jed Steer,AVL,GK,,0,4,4
704,38,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,705,705,Andre Green,AVL,FWD,,0,0,4.5
57,741,3420,0,0,10,53,1,0,127,11,339,615,161705,173.6,150,58,58,Thomas Heaton,BUR,GK,,5.5,339,4.7
58,741,0,0,0,0,0,0,0,0,0,0,0,-9037,151.1,0,59,59,Matthew Gilks,BUR,GK,,3.1,0,3.9
59,741,1807,0,0,8,26,4,1,0,4,195,325,123337,153.2,62,60,60,Michael Duff,BUR,DEF,100,6.4,195,3.9
60,741,3346,0,0,10,51,3,0,0,5,382,618,9633,170,99,61,61,Jason Shackell,BUR,DEF,100,0.6,382,4.4
61,741,20,0,0,0,1,0,0,0,0,1,4,-12454,147.8,1,62,62,Kevin Long,BUR,DEF,100,0.6,1,3.8
62,741,17,0,0,0,0,0,0,0,0,2,3,-6585,148.6,1,63,63,Daniel Lafferty,BUR,DEF,100,0.5,2,3.9
63,741,2888,2,1,9,44,10,0,0,2,333,465,4397,171,93,64,64,Ben Mee,BUR,DEF,100,0.2,333,4.5
64,741,3415,0,4,10,53,2,0,0,11,506,693,25523,183.6,118,65,65,Kieran Trippier,BUR,DEF,100,2.2,506,4.8
65,741,1685,0,0,5,25,6,0,0,0,162,243,-10695,166.1,37,66,66,Dean Marney,BUR,MD,100,0.3,162,4.2
66,741,3204,0,0,10,47,0,0,0,0,331,497,16232,171,82,67,67,David Jones,BUR,MD,100,0.7,331,4.5
67,741,241,1,0,0,2,2,0,0,1,52,72,-1583,164.7,19,68,68,Ross Wallace,BUR,MD,100,0.1,52,4.2
68,741,3202,2,2,9,51,6,0,0,2,316,372,2367,185.4,91,69,69,Scott Arfield,BUR,MD,100,0.4,316,4.7
69,741,948,1,2,0,22,3,0,0,0,125,99,-3451,176.2,33,70,70,Michael Kightly,BUR,MD,100,0.1,125,4.5
70,741,565,0,1,3,6,0,0,0,0,68,59,-4768,183,21,71,71,Matthew Taylor,BUR,MD,100,0.1,68,4.7
71,741,113,0,0,0,3,1,0,0,0,14,28,-6349,162.9,6,72,72,Steven Reid,BUR,MD,100,0.3,14,4.2
72,741,3025,11,4,8,47,6,0,0,20,471,439,70739,217.5,139,73,73,Danny Ings,BUR,FWD,100,4.2,471,5.5
73,741,567,0,0,2,5,0,0,0,0,57,48,-235,203.4,19,74,74,Sam Vokes,BUR,FWD,100,0,57,5.3
74,741,2418,5,2,6,38,4,1,0,8,294,231,14142,167.6,88,75,75,Ashley Barnes,BUR,FWD,100,1,294,4.4
75,741,289,0,0,2,2,2,0,0,0,19,25,-1040,179,14,76,76,Marvin Sordell,BUR,FWD,,0,19,4.6
167,741,3017,5,2,9,50,7,0,0,7,385,388,148376,172.6,110,168,168,George Boyd,BUR,MD,,6.2,385,4.5
264,741,1645,0,1,2,27,1,0,0,0,157,286,-652,166.7,40,265,265,Michael Keane,BUR,DEF,100,0.1,157,4.2
522,741,981,0,3,3,17,1,0,0,0,82,69,-11299,177,43,523,523,Lukas Jutkiewicz,BUR,FWD,100,0.2,82,4.4
577,741,0,0,0,0,0,0,0,0,0,0,0,1382,151.3,0,578,578,Cameron Dummigan,BUR,DEF,,0.1,0,3.9
579,740,624,0,0,1,11,3,0,0,0,75,98,77,166.5,14,580,580,Stephen Ward,BUR,DEF,100,0,75,4.5
618,720,0,0,0,0,0,0,0,0,0,0,0,318,144,0,619,619,Steven Hewitt,BUR,MD,100,0,0,4.5
692,276,67,0,0,1,0,1,0,0,0,10,6,83,36,3,693,693,Fredrik Ulvestad,BUR,MD,,0,10,4.5
76,748,607,0,0,5,2,0,0,16,0,103,129,-87639,210.2,38,77,77,Petr Cech,CHE,GK,100,1.7,103,5.4
77,748,2813,0,0,12,30,1,0,75,1,384,480,16808,225.8,121,78,78,Thibaut Courtois,CHE,GK,100,9.9,384,5.9
78,748,2986,1,1,14,30,5,0,0,9,499,641,-237417,242.4,130,79,79,Gary Cahill,CHE,DEF,100,12.2,499,6.3
79,748,3420,5,0,17,32,2,0,0,14,613,842,426736,250.5,177,80,80,John Terry,CHE,DEF,,22.7,613,7.1
80,748,3420,4,6,17,32,10,1,0,13,561,796,642676,278.8,179,81,81,Branislav Ivanovic,CHE,DEF,100,30.2,561,7.7
81,748,2481,0,3,14,21,1,1,0,19,438,627,34247,230.5,132,82,82,C_sar Azpilicueta,CHE,DEF,100,8.4,438,6.2
82,748,18,0,0,0,0,0,0,0,0,1,2,-1434,164,1,83,83,Nathan Ak_,CHE,DEF,100,0.1,1,4.3
84,748,0,0,0,0,0,0,0,0,0,0,0,-591,171,0,85,85,Josh McEachran,CHE,MD,0,0,0,4.5
85,748,1107,2,4,4,14,4,0,0,1,218,189,-3640,203.8,55,86,86,Ramires Santos do Nascimento,CHE,MD,100,0.4,218,5.3
86,748,702,0,1,2,8,1,0,0,0,109,150,-11446,165.3,28,87,87,John Obi Mikel,CHE,MD,100,0.4,109,4.3
87,748,0,0,0,0,0,0,0,0,0,0,0,-27,190,0,88,88,Lucas Piazon,CHE,MD,0,0,0,5
88,748,3373,14,10,19,30,2,0,0,42,1002,981,689575,401.1,233,89,89,Eden Hazard,CHE,MD,100,34.2,1002,10.8
89,748,2021,6,8,14,13,5,0,0,12,509,458,17629,314.9,126,90,90,Oscar dos Santos Emboaba Junior,CHE,MD,100,4.2,509,7.9
90,748,436,3,0,2,6,2,0,0,1,128,103,-143371,274.3,33,91,91,Andr_ SchŸrrle,CHE,MD,0,2.6,128,7.1
91,748,0,0,0,0,0,0,0,0,0,0,0,-1334,224.4,0,92,92,Marco van Ginkel,CHE,MD,0,0,0,5.9
92,748,12,0,0,0,0,0,0,0,0,1,3,57,164.9,1,93,93,Isaiah Brown,CHE,MD,,0,1,4.3
93,748,2405,2,4,15,18,3,0,0,7,462,488,14578,293.3,104,94,94,Willian Borges Da Silva,CHE,MD,100,0.9,462,7.7
94,748,3122,1,3,16,29,10,1,0,3,564,608,2757,209.8,90,95,95,Nemanja Matic,CHE,MD,100,3.5,564,5.5
95,748,33,0,0,0,3,0,0,0,0,1,5,-9227,230,3,96,96,Mohamed Salah,CHE,MD,0,0.2,1,6
96,748,0,0,0,0,0,0,0,0,0,0,0,-221,183.1,0,97,97,Lewis Baker,CHE,MD,100,0,0,4.8
97,748,0,0,0,0,0,0,0,0,0,0,0,-44,171,0,98,98,John Swift,CHE,MD,0,0,0,4.5
99,748,2884,3,19,15,28,11,1,0,26,755,784,254242,360.6,165,100,100,Cesc Fˆbregas,CHE,MD,100,26.5,755,9.1
100,748,0,0,0,0,0,0,0,0,0,0,0,-22099,277.7,0,101,101,Fernando Torres,CHE,FWD,0,0.3,0,7.3
101,748,0,0,0,0,0,0,0,0,0,0,0,-93,266,0,102,102,Demba Ba,CHE,FWD,,0,0,7
334,748,853,7,0,1,13,0,0,0,7,237,236,-150558,273.2,64,335,335,Lo•c Remy,CHE,FWD,100,2.1,237,6.9
521,748,2069,20,3,12,23,8,0,0,18,707,576,-209903,414.9,150,522,522,Diego Da Silva Costa,CHE,FWD,100,28.6,707,10.6
527,748,942,0,0,2,12,1,0,0,2,152,203,-256965,204.9,31,528,528,Filipe Luis Kasmirski,CHE,DEF,100,2.2,152,5.3
539,748,647,0,0,4,3,0,0,0,3,137,165,27205,175.4,40,540,540,Kurt Zouma,CHE,DEF,100,0.8,137,4.2
541,748,869,4,1,4,5,5,0,0,6,185,153,-22053,233.5,55,542,542,Didier Drogba,CHE,FWD,100,1,185,5.9
605,742,69,0,0,0,3,1,0,0,0,-2,12,187,154,3,606,606,Nathaniel Chalobah,CHE,MD,0,0,-2,4.3
621,720,0,0,0,0,0,0,0,0,0,0,0,319,155,0,622,622,Dominic Solanke,CHE,FWD,,0,0,5
668,495,13,0,0,0,0,0,0,0,0,2,2,202,72,1,669,669,Andreas Christensen,CHE,DEF,,0,2,4.5
669,495,132,0,0,0,4,0,0,0,0,11,27,874,80,4,670,670,Ruben Loftus-Cheek,CHE,MD,,0,11,5
672,472,315,0,1,2,1,2,0,0,0,59,59,8156,114.9,17,673,673,Juan Cuadrado,CHE,MD,,0.1,59,7.2
697,111,0,0,0,0,0,0,0,0,0,0,0,226,12,0,698,698,Mitchell Beeney,CHE,GK,,0,0,4
700,75,0,0,0,0,0,0,0,0,0,0,0,154,8,0,701,701,Jamal Blackman,CHE,GK,,0,0,4
705,38,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,706,706,Jeremie Boga,CHE,MD,,0,0,4.5
25,741,458,0,1,0,8,1,0,0,0,41,16,-57189,179.8,19,26,26,Yaya Sanogo,CRY,FWD,100,0.7,41,4.7
103,741,3204,0,0,6,49,1,0,90,7,321,478,-2644,185.8,115,104,104,Julian Speroni,CRY,GK,100,3,321,4.8
104,741,216,0,0,1,2,0,0,4,0,32,37,-2505,166.9,9,105,105,Wayne Hennessey,CRY,GK,,0.2,32,4.3
105,741,3330,1,0,7,49,4,0,0,0,383,488,-96633,180.9,90,106,106,Joel Ward,CRY,DEF,100,2.7,383,4.7
106,741,2433,0,0,5,38,6,1,0,2,264,363,-20193,186.5,57,107,107,Damien Delaney,CRY,DEF,100,0.5,264,4.9
107,741,0,0,0,0,0,0,0,0,0,0,0,-9037,149.2,0,108,108,Patrick McCarthy,CRY,DEF,100,0.4,0,3.9
108,741,0,0,0,0,0,0,0,0,0,0,0,-230,152,0,109,109,Jack Hunt,CRY,DEF,100,0,0,4
109,741,843,0,0,3,13,3,0,0,0,76,109,-6145,164.5,25,110,110,Adrian Mariappa,CRY,DEF,100,0.1,76,4.2
110,741,0,0,0,0,0,0,0,0,0,0,0,469,148.9,0,111,111,Ryan Inniss,CRY,DEF,100,0.2,0,3.9
111,741,2920,2,4,6,40,6,0,0,7,418,455,46550,186.6,105,112,112,Scott Dann,CRY,DEF,100,1.7,418,4.9
112,741,138,0,0,0,3,1,0,0,0,21,28,-691,180.6,7,113,113,Barry Bannan,CRY,MD,0,0,21,4.7
113,741,2771,4,12,6,41,3,0,0,8,497,364,223417,206.7,132,114,114,Yannick Bolasie,CRY,MD,100,7,497,5.6
114,741,0,0,0,0,0,0,0,0,0,0,0,-743,171,0,115,115,Owen Garvan,CRY,MD,100,0,0,4.5
115,741,2077,5,3,5,35,3,1,0,6,369,375,18609,192.7,86,116,116,Mile Jedinak,CRY,MD,100,2.2,369,5
116,741,36,0,0,0,0,0,0,0,0,-3,12,-376,183.8,2,117,117,Jonathan Williams,CRY,MD,100,0,-3,4.8
117,741,7,0,0,0,0,0,0,0,0,1,2,-848,167.4,1,118,118,Jerome Thomas,CRY,MD,100,0,1,4.3
118,741,2823,6,7,6,42,7,1,0,14,508,471,-13712,216,128,119,119,Jason Puncheon,CRY,MD,100,5.1,508,5.5
119,741,0,0,0,0,0,0,0,0,0,0,0,-18,171,0,120,120,Jos_ Campa–a,CRY,MD,0,0,0,4.5
120,741,83,0,0,0,4,0,0,0,0,4,16,-1258,171,3,121,121,Stuart O'Keefe,CRY,MD,0,0,4,4.5
121,741,0,0,0,0,0,0,0,0,0,0,0,-3075,171,0,122,122,Jimmy Kebe,CRY,MD,100,0,0,4.5
122,741,127,0,0,0,2,1,0,0,0,18,18,-384,167.6,6,123,123,Adlène Gu_dioura,CRY,MD,100,0,18,4.4
123,741,0,0,0,0,0,0,0,0,0,0,0,-3698,164.6,0,124,124,Hiram Boateng,CRY,MD,,0.3,0,4.3
124,741,2571,2,1,5,39,0,0,0,4,316,395,-1395,202.5,81,125,125,Joe Ledley,CRY,MD,100,0.1,316,5.2
125,741,868,7,5,1,11,3,1,0,10,287,197,45725,194.3,70,126,126,Glenn Murray,CRY,FWD,100,1.4,287,4.5
126,741,1096,5,2,2,18,1,0,0,8,213,225,-321,190.8,67,127,127,Dwight Gayle,CRY,FWD,100,0.7,213,4.5
127,741,0,0,0,0,0,0,0,0,0,0,0,-621,171,0,128,128,Stephen Dobbie,CRY,FWD,0,0,0,4.5
128,741,1149,2,2,2,17,4,0,0,4,164,154,-18333,200.8,45,129,129,Marouane Chamakh,CRY,FWD,100,0.4,164,5.2
200,741,2498,0,1,4,39,2,0,0,1,297,346,5949,168.3,65,201,201,Martin Kelly,CRY,DEF,,0.6,297,4.4
279,741,1977,4,3,7,24,1,0,0,3,383,232,20220,197.3,91,280,280,Wilfried Zaha,CRY,MD,100,0.9,383,5.1
372,741,4,0,0,0,0,0,0,0,0,1,3,-422,161.9,1,373,373,Ezekiel Fryers,CRY,DEF,100,0,1,4.2
535,741,1174,4,1,2,24,5,0,0,5,149,149,-77338,195.2,51,536,536,Fraizer Campbell,CRY,FWD,100,1.1,149,5
546,741,1173,2,1,2,18,2,0,0,1,147,189,-16832,181.8,42,547,547,Brede Hangeland,CRY,DEF,,0.7,147,4.6
551,741,853,0,2,2,14,5,0,0,0,71,85,-112245,193.5,27,552,552,Jordon Mutch,CRY,MD,100,0.6,71,5
563,741,0,0,0,0,0,0,0,0,0,0,0,-1465,168,0,564,564,Jerome Binnom-Williams,CRY,DEF,0,0,0,4.4
597,735,2601,2,1,8,32,6,0,0,3,385,415,350,186.5,79,598,598,James McArthur,CRY,MD,100,0,385,5.2
601,735,36,0,0,0,0,0,0,0,0,3,7,273,163.9,3,602,602,Kevin Doyle,CRY,FWD,,0,3,4.6
611,731,0,0,0,0,0,0,0,0,0,0,0,486,153,0,612,612,Andrew Johnson,CRY,FWD,0,0,0,4.5
667,488,42,0,0,0,1,0,0,0,0,0,9,240,72,4,668,668,Shola Ameobi,CRY,FWD,100,0,0,4.5
674,465,92,0,0,0,2,0,0,0,0,6,6,124,75,3,675,675,Chung-yong Lee,CRY,MD,100,0,6,5
678,416,605,0,0,1,9,1,0,0,0,77,101,222,56.6,15,679,679,Pape Souar_,CRY,DEF,100,0,77,4.3
682,363,0,0,0,0,0,0,0,0,0,0,0,72,49.5,0,683,683,Jake Gray,CRY,MD,,0,0,4.5
102,741,2872,10,6,9,40,1,0,0,12,580,381,-166090,338.2,135,103,103,Romelu Lukaku,EVE,FWD,100,7.3,580,8.7
129,741,2835,0,0,7,44,3,0,62,1,273,408,-478368,199,84,130,130,Tim Howard,EVE,GK,100,9.3,273,5.1
130,741,585,0,0,3,6,1,0,15,0,50,105,-812,186,26,131,131,Joel Robles,EVE,GK,,0.1,50,4.8
131,741,3285,4,0,10,47,1,0,0,21,486,824,138406,212.5,142,132,132,Phil Jagielka,EVE,DEF,100,15.9,486,5.8
132,741,329,0,0,0,5,0,0,0,0,37,56,-2079,165.7,7,133,133,Tony Hibbert,EVE,DEF,100,0.1,37,4.3
133,741,2773,2,9,9,41,4,0,0,21,481,721,-228626,270.1,139,134,134,Leighton Baines,EVE,DEF,100,13.1,481,7.1
134,741,1080,0,1,0,26,0,0,0,1,139,232,-88777,200.7,20,135,135,Sylvain Distin,EVE,DEF,100,1.4,139,5.2
135,741,0,0,0,0,0,0,0,0,0,0,0,-5993,152,0,136,136,Shane Duffy,EVE,DEF,0,0.1,0,4
136,741,3066,3,4,10,43,5,0,0,11,488,633,-45282,260.9,130,137,137,Seamus Coleman,EVE,DEF,100,5.5,488,6.8
137,741,526,0,0,2,6,1,1,0,0,71,117,-2110,162.8,15,138,138,Antolin Alcaraz,EVE,DEF,100,0.1,71,4.2
138,741,2043,1,0,7,25,1,0,0,11,282,476,-12694,200,82,139,139,John Stones,EVE,DEF,100,1.7,282,5.2
139,741,287,0,0,0,8,1,0,0,0,20,45,4296,148.8,3,140,140,Luke Garbutt,EVE,DEF,,0.3,20,3.9
140,741,31,0,0,0,0,0,0,0,0,5,6,-1139,152,2,141,141,Tyias Browning,EVE,DEF,,0.2,5,4
141,741,320,0,0,1,1,3,0,0,0,26,48,-181,183.3,9,142,142,Bryan Oviedo,EVE,DEF,100,0,26,4.7
142,741,1279,2,2,4,14,0,0,0,4,277,228,-37160,194.2,58,143,143,Leon Osman,EVE,MD,100,0.5,277,5
143,741,416,0,0,1,8,0,0,0,0,61,85,-3499,162.9,14,144,144,Darron Gibson,EVE,MD,100,0.4,61,4.2
144,741,1961,2,3,7,22,1,0,0,3,318,356,-339069,255.2,75,145,145,Ross Barkley,EVE,MD,100,3.3,318,6.6
145,741,317,0,2,0,5,1,0,0,1,53,51,-18846,220.4,18,146,146,Steven Pienaar,EVE,MD,100,0.3,53,5.7
146,741,1421,7,1,3,27,3,0,0,2,272,228,-89204,275.7,81,147,147,Kevin Mirallas,EVE,MD,100,2,272,7.2
147,741,2400,2,2,8,35,7,0,0,8,371,461,-32704,179.6,79,148,148,James McCarthy,EVE,MD,100,1.4,371,4.6
148,741,884,1,3,4,13,1,0,0,0,113,145,-4160,204.9,44,149,149,Aiden McGeady,EVE,MD,100,1,113,5.3
149,741,0,0,0,0,0,0,0,0,0,0,0,-55,165.6,0,150,150,Ryan Ledson,EVE,MD,,0,0,4.3
150,741,2822,0,2,9,41,10,1,0,0,377,444,-74118,181.1,66,151,151,Gareth Barry,EVE,MD,100,1.6,377,4.7
151,741,2057,7,3,6,32,8,0,0,16,381,414,85578,187.3,98,152,152,Steven Naismith,EVE,FWD,100,10.8,381,4.7
152,741,601,1,1,3,8,2,0,0,0,115,85,-1540,205.4,24,153,153,Arouna Kon_,EVE,FWD,100,0.1,115,5.4
