Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,B (PPI),B +/-,Own%
Diakité,90,0,0,0,3,0,0,0,0,0,0,0,6,4,1,SUN,0 - 3,WBA,Away,5,DEF,14,Difficult,374,0,,0.6%
Celustka,90,0,0,0,3,0,0,0,0,0,0,0,4,4,1,SUN,0 - 3,WBA,Away,5,DEF,14,Difficult,536,0,,0.1%
Johnson,90,0,0,0,3,0,0,0,0,0,0,0,8,3,2,SUN,0 - 3,WBA,Away,5,MID,14,Difficult,376,0,,2.2%
Cattermole,22,0,0,0,2,0,0,0,0,0,0,0,1,1,1,SUN,0 - 3,WBA,Away,5,MID,14,Difficult,377,0,,0.0%
Colback,90,0,0,0,3,0,0,0,1,0,0,0,6,5,1,SUN,0 - 3,WBA,Away,5,MID,14,Difficult,378,0,,8.1%
Gardner,68,0,0,0,1,0,0,0,0,0,0,0,5,3,2,SUN,0 - 3,WBA,Away,5,MID,14,Difficult,380,0,,0.1%
Ki Sung-Yueng,90,0,0,0,3,0,0,0,1,0,0,0,4,3,1,SUN,0 - 3,WBA,Away,5,MID,14,Difficult,412,0,,0.2%
Giaccherini,44,0,0,0,1,0,0,0,0,0,0,0,6,1,1,SUN,0 - 3,WBA,Away,5,MID,14,Difficult,499,0,,1.9%
Mavrias,46,0,0,0,2,0,0,0,0,0,0,0,3,1,1,SUN,0 - 3,WBA,Away,5,MID,14,Difficult,553,0,,0.0%
Borini,58,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,SUN,0 - 3,WBA,Away,5,FWD,14,Difficult,215,0,,0.2%
Fletcher,90,0,0,0,3,0,0,0,0,0,0,0,-1,0,2,SUN,0 - 3,WBA,Away,5,FWD,14,Difficult,389,0,,0.3%
Altidore,32,0,0,0,2,0,0,0,0,0,0,0,1,-1,1,SUN,0 - 3,WBA,Away,5,FWD,14,Difficult,393,0,,0.9%
Howard,90,0,0,0,2,0,0,0,0,0,0,0,12,3,1,EVE,3 - 2,WHU,Away,5,GKP,16,Difficult,121,0,,3.5%
Jagielka,90,0,0,0,2,0,0,0,0,0,0,0,13,5,1,EVE,3 - 2,WHU,Away,5,DEF,16,Difficult,125,0,,16.6%
Baines,90,2,0,0,2,0,0,0,0,0,0,3,55,13,16,EVE,3 - 2,WHU,Away,5,DEF,16,Difficult,127,3,0,23.3%
Distin,90,0,0,0,2,0,0,0,0,0,0,0,15,5,1,EVE,3 - 2,WHU,Away,5,DEF,16,Difficult,128,0,,5.5%
Coleman,90,0,0,0,2,0,0,0,0,0,0,0,17,3,1,EVE,3 - 2,WHU,Away,5,DEF,16,Difficult,130,0,,29.7%
Osman,51,0,0,0,1,0,0,0,0,0,0,0,9,2,1,EVE,3 - 2,WHU,Away,5,MID,16,Difficult,132,0,,1.9%
Barkley,90,0,2,0,2,0,0,0,1,0,0,1,26,8,8,EVE,3 - 2,WHU,Away,5,MID,16,Difficult,135,2,-1,25.8%
Oviedo,39,0,0,0,1,0,0,0,0,0,0,0,8,0,1,EVE,3 - 2,WHU,Away,5,MID,16,Difficult,137,0,,0.1%
Mirallas,90,0,1,0,2,0,0,0,0,0,0,0,26,6,5,EVE,3 - 2,WHU,Away,5,MID,16,Difficult,138,2,-2,3.9%
Barry,90,0,0,0,2,0,0,0,0,0,0,0,22,4,2,EVE,3 - 2,WHU,Away,5,MID,16,Difficult,233,0,,0.8%
McCarthy,46,0,0,0,1,0,0,0,0,0,0,0,8,0,1,EVE,3 - 2,WHU,Away,5,MID,16,Difficult,577,0,,0.2%
Lukaku,46,1,0,0,1,0,0,0,0,0,0,2,25,9,7,EVE,3 - 2,WHU,Away,5,FWD,16,Difficult,101,0,2,7.8%
Jelavic,44,0,0,0,1,0,0,0,0,0,0,0,6,1,1,EVE,3 - 2,WHU,Away,5,FWD,16,Difficult,142,0,,1.9%
Naismith,44,0,0,0,1,0,0,0,0,0,0,0,6,1,1,EVE,3 - 2,WHU,Away,5,FWD,16,Difficult,143,0,,1.7%
Cech,90,0,0,1,0,0,0,0,0,0,1,0,14,6,6,CHE,2 - 0,FUL,Home,5,GKP,6,Favourable,77,0,,12.7%
Cahill,90,0,0,1,0,0,0,0,0,0,0,0,13,7,6,CHE,2 - 0,FUL,Home,5,DEF,6,Favourable,79,0,,6.5%
Terry,90,0,1,1,0,0,0,0,0,0,0,3,18,13,12,CHE,2 - 0,FUL,Home,5,DEF,6,Favourable,82,0,3,6.0%
Ivanovic,90,0,0,1,0,0,0,0,0,0,0,0,18,10,6,CHE,2 - 0,FUL,Home,5,DEF,6,Favourable,83,0,,31.7%
Cole,90,0,0,1,0,0,0,0,0,0,0,0,18,9,6,CHE,2 - 0,FUL,Home,5,DEF,6,Favourable,84,0,,6.1%
Ramires,90,0,0,1,0,0,0,0,0,0,0,0,21,1,3,CHE,2 - 0,FUL,Home,5,MID,6,Favourable,88,1,-1,4.6%
Lampard,11,0,0,0,0,0,0,0,0,0,0,0,7,1,1,CHE,2 - 0,FUL,Home,5,MID,6,Favourable,89,0,,14.7%
Mikel,90,1,0,1,0,0,0,0,0,0,0,1,34,12,9,CHE,2 - 0,FUL,Home,5,MID,6,Favourable,91,2,-1,1.0%
Hazard,84,0,0,1,0,0,0,0,0,0,0,0,10,4,3,CHE,2 - 0,FUL,Home,5,MID,6,Favourable,94,0,,19.5%
Oscar,90,1,0,1,0,0,0,0,0,0,0,3,38,13,11,CHE,2 - 0,FUL,Home,5,MID,6,Favourable,96,3,0,10.7%
Schürrle,79,0,0,1,0,0,0,0,0,0,0,0,20,7,3,CHE,2 - 0,FUL,Home,5,MID,6,Favourable,97,0,,0.9%
De Bruyne,6,0,0,0,0,0,0,0,0,0,0,0,7,1,1,CHE,2 - 0,FUL,Home,5,MID,6,Favourable,497,0,,1.3%
Torres,27,0,0,0,0,0,0,0,0,0,0,0,9,1,1,CHE,2 - 0,FUL,Home,5,FWD,6,Favourable,99,0,,2.0%
Eto'o,63,0,1,1,0,0,0,0,0,0,0,0,18,4,5,CHE,2 - 0,FUL,Home,5,FWD,6,Favourable,560,0,,1.2%
Mignolet,90,0,0,0,1,0,0,0,0,0,7,0,10,4,4,LIV,0 - 1,SOU,Home,5,GKP,5,Favourable,192,0,,41.8%
Skrtel,71,0,0,0,1,0,0,0,0,0,0,0,2,5,2,LIV,0 - 1,SOU,Home,5,DEF,5,Favourable,195,0,,0.7%
Agger,56,0,0,0,1,0,0,0,0,0,0,0,2,2,1,LIV,0 - 1,SOU,Home,5,DEF,5,Favourable,196,0,,7.6%
José Enrique,34,0,0,0,0,0,0,0,0,0,0,0,2,1,1,LIV,0 - 1,SOU,Home,5,DEF,5,Favourable,197,0,,12.9%
Touré,90,0,0,0,1,0,0,0,0,0,0,0,11,2,2,LIV,0 - 1,SOU,Home,5,DEF,5,Favourable,201,0,,7.4%
Sakho,90,0,0,0,1,0,0,0,0,0,0,0,5,5,2,LIV,0 - 1,SOU,Home,5,DEF,5,Favourable,571,0,,0.7%
Moses,90,0,0,0,1,0,0,0,0,0,0,0,14,-4,2,LIV,0 - 1,SOU,Home,5,MID,5,Favourable,95,0,,3.7%
Gerrard,90,0,0,0,1,0,0,0,0,0,0,0,22,3,2,LIV,0 - 1,SOU,Home,5,MID,5,Favourable,203,2,-2,6.8%
Lucas,90,0,0,0,1,0,0,0,0,0,0,0,11,5,2,LIV,0 - 1,SOU,Home,5,MID,5,Favourable,204,0,,5.0%
Henderson,90,0,0,0,1,0,0,0,0,0,0,0,15,4,2,LIV,0 - 1,SOU,Home,5,MID,5,Favourable,205,0,,1.4%
Sterling,46,0,0,0,1,0,0,0,0,0,0,0,4,-1,1,LIV,0 - 1,SOU,Home,5,MID,5,Favourable,206,0,,2.0%
Luis Alberto,19,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,LIV,0 - 1,SOU,Home,5,MID,5,Favourable,212,0,,0.1%
Sturridge,90,0,0,0,1,0,0,0,0,0,0,0,-6,1,2,LIV,0 - 1,SOU,Home,5,FWD,5,Favourable,213,0,,29.2%
Aspas,44,0,0,0,0,0,0,0,0,0,0,0,2,1,1,LIV,0 - 1,SOU,Home,5,FWD,5,Favourable,216,0,,1.5%
Krul,90,0,0,0,3,0,0,0,0,0,2,0,4,3,1,NEW,2 - 3,HUL,Home,5,GKP,1,Very favourable,268,0,,3.1%
Coloccini,90,0,0,0,3,0,0,0,0,0,0,0,5,5,1,NEW,2 - 3,HUL,Home,5,DEF,1,Very favourable,273,0,,4.2%
Santon,90,0,0,0,3,0,0,0,0,0,0,0,3,2,1,NEW,2 - 3,HUL,Home,5,DEF,1,Very favourable,275,0,,1.3%
Debuchy,85,0,0,0,3,0,0,0,0,0,0,0,10,4,1,NEW,2 - 3,HUL,Home,5,DEF,1,Very favourable,277,0,,0.9%
Yanga-Mbiwa,90,0,0,0,3,0,0,0,0,0,0,0,9,6,1,NEW,2 - 3,HUL,Home,5,DEF,1,Very favourable,278,0,,1.8%
Tiote,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NEW,2 - 3,HUL,Home,5,MID,1,Very favourable,281,0,,1.8%
Ben Arfa,90,0,0,0,3,0,0,0,0,0,0,0,6,2,2,NEW,2 - 3,HUL,Home,5,MID,1,Very favourable,282,0,,22.5%
Cabaye,61,0,1,0,2,0,0,0,0,0,0,0,10,7,5,NEW,2 - 3,HUL,Home,5,MID,1,Very favourable,287,0,,3.0%
Marveaux,18,0,0,0,1,0,0,0,0,0,0,0,3,1,1,NEW,2 - 3,HUL,Home,5,MID,1,Very favourable,288,0,,0.2%
Anita,90,0,0,0,3,0,0,0,0,0,0,0,6,4,2,NEW,2 - 3,HUL,Home,5,MID,1,Very favourable,290,0,,0.4%
Sissoko,90,0,0,0,3,0,0,0,1,0,0,0,7,2,1,NEW,2 - 3,HUL,Home,5,MID,1,Very favourable,291,0,,1.2%
Cissé,72,0,1,0,2,0,0,0,0,0,0,0,7,9,5,NEW,2 - 3,HUL,Home,5,FWD,1,Very favourable,294,0,,1.3%
Gouffran,29,0,0,0,1,0,0,0,0,0,0,0,2,2,1,NEW,2 - 3,HUL,Home,5,FWD,1,Very favourable,296,0,,0.3%
Remy,90,2,0,0,3,0,0,0,0,0,0,3,34,16,13,NEW,2 - 3,HUL,Home,5,FWD,1,Very favourable,529,1,2,1.1%
Ruddy,90,0,0,0,1,0,0,0,0,0,3,0,5,3,3,NOR,0 - 1,AVL,Home,5,GKP,8,Favourable,297,0,,1.9%
Martin,90,0,0,0,1,0,0,0,0,0,0,0,8,4,2,NOR,0 - 1,AVL,Home,5,DEF,8,Favourable,300,0,,0.3%
Ryan Bennett,53,0,0,0,0,0,0,0,0,0,0,0,2,2,1,NOR,0 - 1,AVL,Home,5,DEF,8,Favourable,303,0,,1.8%
Turner,90,0,0,0,1,0,0,0,1,0,0,0,7,0,1,NOR,0 - 1,AVL,Home,5,DEF,8,Favourable,305,0,,1.6%
Garrido,90,0,0,0,1,0,0,0,0,0,0,0,5,5,2,NOR,0 - 1,AVL,Home,5,DEF,8,Favourable,306,0,,9.8%
Bassong,37,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NOR,0 - 1,AVL,Home,5,DEF,8,Favourable,307,0,,1.7%
Pilkington,28,0,0,0,0,0,0,0,0,0,0,0,2,1,1,NOR,0 - 1,AVL,Home,5,MID,8,Favourable,313,0,,0.3%
Howson,90,0,0,0,1,0,0,0,0,0,0,0,9,2,2,NOR,0 - 1,AVL,Home,5,MID,8,Favourable,315,0,,0.1%
Snodgrass,90,0,0,0,1,0,0,1,0,0,0,0,16,0,0,NOR,0 - 1,AVL,Home,5,MID,8,Favourable,316,0,,7.8%
Redmond,62,0,0,0,1,0,0,0,0,0,0,0,0,1,2,NOR,0 - 1,AVL,Home,5,MID,8,Favourable,318,0,,4.3%
Fer,90,0,0,0,1,0,0,0,0,0,0,0,7,4,2,NOR,0 - 1,AVL,Home,5,MID,8,Favourable,498,0,,0.3%
v. Wolfswinkel,90,0,0,0,1,0,0,0,0,0,0,0,-7,-1,2,NOR,0 - 1,AVL,Home,5,FWD,8,Favourable,320,0,,4.0%
Hooper,28,0,0,0,0,0,0,0,0,0,0,0,6,0,1,NOR,0 - 1,AVL,Home,5,FWD,8,Favourable,515,0,,0.7%
Elmander,62,0,0,0,1,0,0,0,0,0,0,0,4,1,2,NOR,0 - 1,AVL,Home,5,FWD,8,Favourable,552,0,,0.2%
Myhill,90,0,0,1,0,0,0,0,0,0,0,0,13,7,6,WBA,3 - 0,SUN,Home,5,GKP,5,Favourable,450,0,,0.4%
Olsson,90,0,0,1,0,0,0,0,0,0,0,0,13,8,6,WBA,3 - 0,SUN,Home,5,DEF,5,Favourable,454,0,,0.8%
Jones,90,0,0,1,0,0,0,0,0,0,0,1,21,10,7,WBA,3 - 0,SUN,Home,5,DEF,5,Favourable,455,0,1,0.2%
McAuley,90,0,0,1,0,0,0,0,0,0,0,1,13,10,7,WBA,3 - 0,SUN,Home,5,DEF,5,Favourable,456,0,1,1.6%
Ridgewell,90,1,0,1,0,0,0,0,0,0,0,3,44,13,15,WBA,3 - 0,SUN,Home,5,DEF,5,Favourable,458,2,1,0.6%
Sinclair,68,0,1,1,0,0,0,0,0,0,0,0,19,4,6,WBA,3 - 0,SUN,Home,5,MID,5,Favourable,236,0,,0.3%
Sessegnon,88,1,0,1,0,0,0,0,0,0,0,0,31,8,8,WBA,3 - 0,SUN,Home,5,MID,5,Favourable,383,1,-1,2.5%
Morrison,90,0,0,1,0,0,0,0,0,0,0,0,10,2,3,WBA,3 - 0,SUN,Home,5,MID,5,Favourable,463,0,,3.5%
Mulumbu,90,0,0,1,0,0,0,0,0,0,0,0,16,4,3,WBA,3 - 0,SUN,Home,5,MID,5,Favourable,464,0,,0.5%
Yacob,22,0,0,0,0,0,0,0,0,0,0,0,4,2,1,WBA,3 - 0,SUN,Home,5,MID,5,Favourable,466,0,,1.0%
Amalfitano,90,1,0,1,0,0,0,0,0,0,0,2,50,11,10,WBA,3 - 0,SUN,Home,5,MID,5,Favourable,579,3,-1,0.1%
Anichebe,22,0,1,0,0,0,0,0,0,0,0,0,10,3,4,WBA,3 - 0,SUN,Home,5,FWD,5,Favourable,141,0,,1.2%
Anelka,68,0,0,1,0,0,0,0,0,0,0,0,6,0,2,WBA,3 - 0,SUN,Home,5,FWD,5,Favourable,471,0,,5.7%
Berahino,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,WBA,3 - 0,SUN,Home,5,FWD,5,Favourable,542,0,,0.1%
Jääskeläinen,90,0,0,0,3,0,0,0,0,0,2,0,4,2,1,WHU,2 - 3,EVE,Home,5,GKP,15,Difficult,472,0,,6.6%
Collins,90,0,0,0,3,0,0,0,1,0,0,0,5,2,0,WHU,2 - 3,EVE,Home,5,DEF,15,Difficult,475,0,,6.9%
O'Brien,90,0,0,0,3,0,0,0,0,0,0,0,4,4,1,WHU,2 - 3,EVE,Home,5,DEF,15,Difficult,476,0,,2.4%
Reid,90,0,0,0,3,0,0,0,0,0,0,0,6,5,1,WHU,2 - 3,EVE,Home,5,DEF,15,Difficult,477,0,,3.3%
Rat,90,0,0,0,3,0,0,0,0,0,0,0,6,3,1,WHU,2 - 3,EVE,Home,5,DEF,15,Difficult,483,0,,0.6%
Taylor,11,0,0,0,2,0,0,0,0,0,0,0,1,1,1,WHU,2 - 3,EVE,Home,5,MID,15,Difficult,486,0,,0.1%
Noble,80,1,0,0,3,0,0,0,0,1,0,0,22,5,4,WHU,2 - 3,EVE,Home,5,MID,15,Difficult,487,0,,1.9%
Morrison,90,1,0,0,3,0,0,0,1,0,0,0,23,6,6,WHU,2 - 3,EVE,Home,5,MID,15,Difficult,488,0,,1.4%
Nolan,79,0,1,0,1,0,0,0,0,0,0,0,10,6,5,WHU,2 - 3,EVE,Home,5,MID,15,Difficult,489,0,,17.9%
Diamé,90,0,0,0,3,0,0,0,0,0,0,0,-8,1,2,WHU,2 - 3,EVE,Home,5,MID,15,Difficult,490,0,,2.7%
Jarvis,71,0,1,0,1,0,0,0,0,0,0,0,9,5,5,WHU,2 - 3,EVE,Home,5,MID,15,Difficult,492,0,,2.5%
Vaz Te,19,0,0,0,2,0,0,0,0,0,0,0,-3,1,1,WHU,2 - 3,EVE,Home,5,FWD,15,Difficult,494,0,,0.3%
Maiga,62,0,0,0,1,0,0,0,0,0,0,0,-2,2,2,WHU,2 - 3,EVE,Home,5,FWD,15,Difficult,495,0,,0.5%
Petric,28,0,0,0,2,0,0,0,0,0,0,0,1,1,1,WHU,2 - 3,EVE,Home,5,FWD,15,Difficult,585,0,,0.0%
Lloris,90,0,0,1,0,0,0,0,0,0,0,0,12,6,6,TOT,1 - 0,CAR,Away,5,GKP,4,Very favourable,423,0,,6.8%
Dawson,90,0,0,1,0,0,0,0,1,0,0,1,14,7,6,TOT,1 - 0,CAR,Away,5,DEF,4,Very favourable,424,0,1,10.5%
Walker,90,0,0,1,0,0,0,0,1,0,0,1,12,7,6,TOT,1 - 0,CAR,Away,5,DEF,4,Very favourable,427,0,1,13.2%
Naughton,90,0,0,1,0,0,0,0,0,0,0,2,11,8,8,TOT,1 - 0,CAR,Away,5,DEF,4,Very favourable,428,0,2,0.4%
Vertonghen,90,0,0,1,0,0,0,0,0,0,0,1,14,7,7,TOT,1 - 0,CAR,Away,5,DEF,4,Very favourable,430,0,1,6.2%
Dembélé,90,0,0,1,0,0,0,0,0,0,0,0,24,4,3,TOT,1 - 0,CAR,Away,5,MID,4,Very favourable,432,0,,4.4%
Sigurdsson,70,0,0,1,0,0,0,0,0,0,0,0,24,2,3,TOT,1 - 0,CAR,Away,5,MID,4,Very favourable,442,0,,4.2%
Holtby,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,TOT,1 - 0,CAR,Away,5,MID,4,Very favourable,443,0,,0.2%
Paulinho,90,1,0,1,0,0,0,0,0,0,0,3,43,11,11,TOT,1 - 0,CAR,Away,5,MID,4,Very favourable,445,3,0,10.4%
Townsend,80,0,0,1,0,0,0,0,1,0,0,0,25,2,2,TOT,1 - 0,CAR,Away,5,MID,4,Very favourable,446,1,-1,1.6%
Lamela,20,0,1,0,0,0,0,0,0,0,0,0,10,4,4,TOT,1 - 0,CAR,Away,5,MID,4,Very favourable,558,0,,0.5%
Eriksen,88,0,0,1,0,0,0,0,0,0,0,0,27,5,3,TOT,1 - 0,CAR,Away,5,MID,4,Very favourable,561,2,-2,7.0%
Kane,10,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,TOT,1 - 0,CAR,Away,5,FWD,4,Very favourable,449,0,,0.3%
Soldado,90,0,0,1,0,0,0,0,1,0,0,0,21,0,1,TOT,1 - 0,CAR,Away,5,FWD,4,Very favourable,526,0,,18.2%
Vorm,90,0,0,1,0,0,0,0,0,0,1,0,14,7,6,SWA,2 - 0,CRY,Away,5,GKP,3,Very favourable,394,0,,7.2%
Williams,90,0,0,1,0,0,0,0,0,0,0,3,17,10,9,SWA,2 - 0,CRY,Away,5,DEF,3,Very favourable,397,0,3,9.2%
Rangel,90,0,0,1,0,0,0,0,1,0,0,0,22,8,5,SWA,2 - 0,CRY,Away,5,DEF,3,Very favourable,401,0,,2.0%
Chico,90,0,0,1,0,0,0,0,1,0,0,0,12,7,5,SWA,2 - 0,CRY,Away,5,DEF,3,Very favourable,402,0,,1.0%
Davies,90,0,0,1,0,0,0,0,0,0,0,3,25,10,9,SWA,2 - 0,CRY,Away,5,DEF,3,Very favourable,404,0,3,1.6%
Routledge,90,0,1,1,0,0,0,0,0,0,0,0,27,9,6,SWA,2 - 0,CRY,Away,5,MID,3,Very favourable,407,1,-1,5.8%
Dyer,70,1,0,1,0,0,0,0,0,0,0,3,34,10,11,SWA,2 - 0,CRY,Away,5,MID,3,Very favourable,408,2,1,1.2%
Britton,13,0,0,0,0,0,0,0,0,0,0,0,6,1,1,SWA,2 - 0,CRY,Away,5,MID,3,Very favourable,410,0,,2.0%
De Guzmán,30,0,0,0,0,0,0,0,0,0,0,0,6,0,1,SWA,2 - 0,CRY,Away,5,MID,3,Very favourable,411,0,,1.4%
Álex Pozuelo,20,0,0,0,0,0,0,0,0,0,0,0,10,1,1,SWA,2 - 0,CRY,Away,5,MID,3,Very favourable,415,0,,0.4%
Shelvey,90,0,0,1,0,0,0,0,0,0,0,0,11,3,3,SWA,2 - 0,CRY,Away,5,MID,3,Very favourable,416,0,,3.7%
Michu,90,1,0,1,0,0,0,0,0,0,0,3,38,10,11,SWA,2 - 0,CRY,Away,5,MID,3,Very favourable,417,3,0,15.8%
José Cañas,77,0,0,1,0,0,0,0,0,0,0,0,13,6,3,SWA,2 - 0,CRY,Away,5,MID,3,Very favourable,505,0,,0.5%
Álvaro,60,0,1,1,0,0,0,0,0,0,0,0,20,3,5,SWA,2 - 0,CRY,Away,5,FWD,3,Very favourable,566,0,,0.0%
Begovic,90,0,0,0,3,0,0,0,0,0,5,0,7,4,2,STK,1 - 3,ARS,Away,5,GKP,28,Very difficult,345,0,,9.9%
Shawcross,90,0,0,0,3,0,0,0,0,0,0,0,-2,2,1,STK,1 - 3,ARS,Away,5,DEF,28,Very difficult,348,0,,12.1%
Huth,90,0,0,0,3,0,0,0,1,0,0,0,1,2,0,STK,1 - 3,ARS,Away,5,DEF,28,Very difficult,349,0,,2.7%
Wilson,90,0,0,0,3,0,0,0,0,0,0,0,12,5,1,STK,1 - 3,ARS,Away,5,DEF,28,Very difficult,350,0,,1.6%
Cameron,90,1,0,0,3,0,0,0,0,0,0,2,25,10,9,STK,1 - 3,ARS,Away,5,DEF,28,Very difficult,351,0,2,0.4%
Pieters,66,0,0,0,2,0,0,0,0,0,0,0,13,2,1,STK,1 - 3,ARS,Away,5,DEF,28,Very difficult,352,0,,0.4%
Ireland,32,0,0,0,1,0,0,0,1,0,0,0,2,1,0,STK,1 - 3,ARS,Away,5,MID,28,Very difficult,39,0,,0.2%
Adam,58,0,0,0,2,0,0,0,0,0,0,0,4,0,1,STK,1 - 3,ARS,Away,5,MID,28,Very difficult,354,0,,0.7%
Palacios,24,0,0,0,1,0,0,0,0,0,0,0,2,4,1,STK,1 - 3,ARS,Away,5,MID,28,Very difficult,357,0,,0.1%
Walters,90,0,0,0,3,0,0,0,0,0,0,0,7,1,2,STK,1 - 3,ARS,Away,5,MID,28,Very difficult,359,0,,2.6%
N'Zonzi,90,0,0,0,3,0,0,0,0,0,0,0,9,6,2,STK,1 - 3,ARS,Away,5,MID,28,Very difficult,362,0,,0.5%
Pennant,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,STK,1 - 3,ARS,Away,5,MID,28,Very difficult,519,0,,1.8%
Arnautovic,90,0,1,0,3,0,0,0,0,0,0,0,15,6,5,STK,1 - 3,ARS,Away,5,MID,28,Very difficult,576,0,,0.1%
Jones,74,0,0,0,3,0,0,0,0,0,0,0,3,1,2,STK,1 - 3,ARS,Away,5,FWD,28,Very difficult,364,0,,0.6%
De Gea,90,0,0,0,4,0,0,0,0,0,1,0,3,2,0,MUN,1 - 4,MCI,Away,5,GKP,31,Extremely difficult,242,0,,11.8%
Smalling,90,0,0,0,4,0,0,0,0,0,0,0,8,4,0,MUN,1 - 4,MCI,Away,5,DEF,31,Extremely difficult,244,0,,0.4%
Vidic,90,0,0,0,4,0,0,0,0,0,0,0,3,4,0,MUN,1 - 4,MCI,Away,5,DEF,31,Extremely difficult,247,0,,9.8%
Ferdinand,90,0,0,0,4,0,0,0,0,0,0,0,10,4,0,MUN,1 - 4,MCI,Away,5,DEF,31,Extremely difficult,248,0,,5.4%
Evra,90,0,0,0,4,0,0,0,0,0,0,0,5,5,0,MUN,1 - 4,MCI,Away,5,DEF,31,Extremely difficult,249,0,,11.9%
Fellaini,90,0,0,0,4,0,0,0,0,0,0,0,2,1,2,MUN,1 - 4,MCI,Away,5,MID,31,Extremely difficult,133,0,,11.0%
Valencia,90,0,0,0,4,0,0,0,1,0,0,0,6,2,1,MUN,1 - 4,MCI,Away,5,MID,31,Extremely difficult,253,0,,1.7%
Carrick,90,0,0,0,4,0,0,0,0,0,0,0,16,6,2,MUN,1 - 4,MCI,Away,5,MID,31,Extremely difficult,257,0,,4.5%
Cleverley,40,0,0,0,0,0,0,0,0,0,0,0,5,4,1,MUN,1 - 4,MCI,Away,5,MID,31,Extremely difficult,259,0,,1.3%
Young,50,0,0,0,4,0,0,0,0,0,0,0,5,0,1,MUN,1 - 4,MCI,Away,5,MID,31,Extremely difficult,260,0,,0.2%
Rooney,90,1,0,0,4,0,0,0,1,0,0,0,24,7,5,MUN,1 - 4,MCI,Away,5,FWD,31,Extremely difficult,266,0,,5.2%
Welbeck,90,0,0,0,4,0,0,0,0,0,0,0,2,4,2,MUN,1 - 4,MCI,Away,5,FWD,31,Extremely difficult,267,0,,6.7%
Marshall,90,0,0,0,1,0,0,0,0,0,11,0,12,5,5,CAR,0 - 1,TOT,Home,5,GKP,23,Difficult,55,0,,2.1%
Taylor,90,0,0,0,1,0,0,0,0,0,0,0,2,2,2,CAR,0 - 1,TOT,Home,5,DEF,23,Difficult,58,0,,0.1%
Turner,90,0,0,0,1,0,0,0,1,0,0,0,8,3,1,CAR,0 - 1,TOT,Home,5,DEF,23,Difficult,60,0,,2.5%
Caulker,90,0,0,0,1,0,0,0,0,0,0,0,11,3,2,CAR,0 - 1,TOT,Home,5,DEF,23,Difficult,429,0,,2.3%
Théophile,90,0,0,0,1,0,0,0,0,0,0,0,4,3,2,CAR,0 - 1,TOT,Home,5,DEF,23,Difficult,565,0,,0.0%
Whittingham,90,0,0,0,1,0,0,0,0,0,0,0,3,2,2,CAR,0 - 1,TOT,Home,5,MID,23,Difficult,63,0,,4.4%
Cowie,13,0,0,0,1,0,0,0,0,0,0,0,0,1,1,CAR,0 - 1,TOT,Home,5,MID,23,Difficult,64,0,,1.6%
Kim Bo-Kyung,90,0,0,0,1,0,0,0,0,0,0,0,6,4,2,CAR,0 - 1,TOT,Home,5,MID,23,Difficult,66,0,,1.0%
Gunnarsson,90,0,0,0,1,0,0,0,0,0,0,0,0,1,2,CAR,0 - 1,TOT,Home,5,MID,23,Difficult,68,0,,2.3%
Bellamy,77,0,0,1,0,0,0,0,0,0,0,0,3,2,3,CAR,0 - 1,TOT,Home,5,MID,23,Difficult,70,0,,3.4%
Medel,90,0,0,0,1,0,0,0,0,0,0,0,2,4,2,CAR,0 - 1,TOT,Home,5,MID,23,Difficult,534,0,,0.3%
Campbell,64,0,0,1,0,0,0,0,0,0,0,0,2,-1,2,CAR,0 - 1,TOT,Home,5,FWD,23,Difficult,75,0,,10.7%
Odemwingie,26,0,0,0,1,0,0,0,0,0,0,0,-3,1,1,CAR,0 - 1,TOT,Home,5,FWD,23,Difficult,468,0,,0.5%
Speroni,90,0,0,0,2,0,0,0,0,0,5,0,7,4,2,CRY,0 - 2,SWA,Home,5,GKP,8,Favourable,102,0,,1.5%
Moxey,90,0,0,0,2,0,0,0,1,0,0,0,2,1,0,CRY,0 - 2,SWA,Home,5,DEF,8,Favourable,106,0,,0.7%
Delaney,44,0,0,0,1,0,0,0,0,0,0,0,1,1,1,CRY,0 - 2,SWA,Home,5,DEF,8,Favourable,107,0,,0.3%
Gabbidon,90,0,0,0,2,0,0,0,0,0,0,0,13,5,1,CRY,0 - 2,SWA,Home,5,DEF,8,Favourable,109,0,,4.5%
Mariappa,90,0,0,0,2,0,0,0,0,0,0,0,2,3,1,CRY,0 - 2,SWA,Home,5,DEF,8,Favourable,575,0,,0.1%
Bannan,66,0,0,0,2,0,0,0,0,0,0,0,6,3,2,CRY,0 - 2,SWA,Home,5,MID,8,Favourable,35,0,,0.2%
